city,country,country_clean,continent_name,median_salary,average_salary,rent_usd_proxy,utilities_usd_proxy,grocery_item_price_median,salary_pr,rent_pr,grocery_pr,utilities_pr,affordability_score,cluster_label
Weihai,China,China,Asia,3684.93,4027.4,391.475,113.88,1.57,0.578050795,0.338383838,0.367607939,0.81026738,59.0394481,Low Salary–Low Cost
Rizhao,China,China,Asia,3684.93,4027.4,,83.51,1.155,0.578050795,,0.168405975,0.477433155,,
Taipei,Taiwan,Taiwan,Asia,3571.43,4037.27,843.65,91.63,2.585,0.561841834,0.618233618,0.661039493,0.588128342,46.47481966,Low Salary–Low Cost
Baotou,China,China,Asia,3684.93,4027.4,242.005,35.59,1.42,0.578050795,0.203315203,0.299263352,0.060320856,67.53278835,High Cost–Low Salary
Antananarivo,Madagascar,Madagascar,Africa,250.87,290.48,439.77,68.73,1.135,0.034586,0.375032375,0.157151627,0.302673797,37.69708913,High Cost–Low Salary
Ankang,China,China,Asia,3684.93,4027.4,,68.6,1.42,0.578050795,,0.299263352,0.300855615,,
Brooklyn,United States,United States,Northern America,6966,7925,2840.885,128.57,3.75,0.880446005,0.978243978,0.889605075,0.897326203,47.28746826,High Salary–Moderate Cost
Santo Domingo,Dominican Republic,Dominican Republic,Caribbean,318.89,350.6,771.27,102.58,2.37,0.054511666,0.582491582,0.609064866,0.708449198,22.43975045,Low Salary–Low Cost
Ibadan,Nigeria,Nigeria,Africa,389.85,438.91,765.475,33.49,1.475,0.095395416,0.58041958,0.320748926,0.045989305,33.61435625,High Cost–Low Salary
Yangjiang,China,China,Asia,3684.93,4027.4,,86.02,1.85,0.578050795,,0.462349089,0.517967914,,
Medellin,Colombia,Colombia,South America,995.6,1157.85,347.375,57.56,1.01,0.228267603,0.302771303,0.103028443,0.19657754,50.80064101,High Cost–Low Salary
Dubai,United Arab Emirates,United Arab Emirates,Asia,3324.25,3896.46,1899.42,90.06,2.07,0.513318191,0.90960891,0.512277471,0.571764706,39.82131387,Low Salary–Low Cost
Tashkent,Uzbekistan,Uzbekistan,Asia,97.25,106.98,510.27,97.61,1.38,0.006091266,0.422688423,0.283916513,0.65540107,30.78201711,High Cost–Low Salary
Cali,Colombia,Colombia,South America,995.6,1157.85,247.075,59.83,0.91,0.228267603,0.207718208,0.071311643,0.210695187,53.74071614,High Cost–Low Salary
Douala,Cameroon,Cameroon,Africa,633.27,744.45,230.03,79.17,1.16,0.132768945,0.19010619,0.171986904,0.423850267,46.32680307,High Cost–Low Salary
Daegu,South Korea,South Korea,Asia,2593.42,2889.81,667.4,89.63,3.12,0.483378071,0.525252525,0.787292818,0.561497326,42.48424746,Low Salary–Low Cost
Fortaleza,Brazil,Brazil,South America,1490.04,1711.16,227.81,67.03,1.275,0.310241586,0.187516188,0.231328013,0.280641711,54.79440578,High Cost–Low Salary
Ouagadougou,Burkina Faso,Burkina Faso,Africa,485.02,534.97,341.365,48.19,1.12,0.107990915,0.297202797,0.146101903,0.121069519,44.44209015,High Cost–Low Salary
Yaounde,Cameroon,Cameroon,Africa,633.27,744.45,210.71,45.52,1.37,0.132768945,0.169127169,0.2788009,0.10973262,46.28558691,High Cost–Low Salary
Nagpur,India,India,Asia,327.97,384.43,137.245,39.92,1.12,0.073095189,0.085988086,0.146101903,0.08,48.18301924,High Cost–Low Salary
Brisbane,Australia,Australia,Oceania,4306.45,4903.23,1385.195,110.19,3.285,0.666632253,0.813519814,0.819214242,0.782139037,42.69863727,High Salary–High Cost
Ghaziabad,India,India,Asia,327.97,384.43,120.77,53.22,0.945,0.073095189,0.064491064,0.078985062,0.159572193,49.66492062,High Cost–Low Salary
Accra,Ghana,Ghana,Africa,373.82,438.42,384.095,22.25,0.945,0.091472228,0.334887335,0.078985062,0.012834225,44.55755565,High Cost–Low Salary
Tangerang,Indonesia,Indonesia,Asia,678.91,788.83,421.32,91.96,1.735,0.140925046,0.361564362,0.430734602,0.591871658,36.43309295,High Cost–Low Salary
Fukuoka,Japan,Japan,Asia,3158.67,3453.12,521.165,91.82,3.21,0.501342143,0.434472934,0.808471455,0.590160428,45.08505257,Low Salary–Low Cost
Vancouver,Canada,Canada,Northern America,6311.03,7352.94,2070.695,91.93,3.05,0.757278546,0.932659933,0.775731533,0.59144385,46.0755791,High Salary–High Cost
Bekasi,Indonesia,Indonesia,Asia,678.91,788.83,292.225,61.58,1.77,0.140925046,0.247733748,0.440863515,0.22631016,40.90408752,High Cost–Low Salary
Omdurman,Sudan,Sudan,Africa,67.61,74.53,141.755,41.59,1.98,0.004749122,0.091945092,0.490791897,0.089839572,37.67379303,High Cost–Low Salary
Depok,Indonesia,Indonesia,Asia,678.91,788.83,145.84,50.25,1.44,0.140925046,0.096089096,0.309187641,0.138609626,47.76722398,High Cost–Low Salary
Queens,United States,United States,Northern America,6966,7925,2338.8,80.62,3.76,0.880446005,0.951566952,0.89165132,0.44684492,50.16587544,High Salary–Moderate Cost
Baku,Azerbaijan,Azerbaijan,Asia,1558.82,1741.18,327.685,68.41,1.27,0.341936816,0.283087283,0.229281768,0.296149733,53.9532747,High Cost–Low Salary
Havana,Cuba,Cuba,Caribbean,783.33,916.67,631.43,78,1.835,0.172413793,0.505050505,0.459177409,0.410909091,34.75633339,High Cost–Low Salary
Medan,Indonesia,Indonesia,Asia,678.91,788.83,158.48,53.475,1.23,0.140925046,0.113442113,0.208103131,0.160641711,49.24492832,High Cost–Low Salary
Ningbo,China,China,Asia,3684.93,4027.4,539.17,83.04,1.575,0.578050795,0.448070448,0.370165746,0.472299465,57.9359663,Low Salary–Low Cost
Xining,China,China,Asia,3684.93,4027.4,434.185,75.92,1.71,0.578050795,0.370888371,0.423675056,0.384064171,59.23650849,High Cost–Low Salary
Harare,Zimbabwe,Zimbabwe,Africa,555.40204,602.37635,529.465,51.43,1.73,0.124819327,0.444444444,0.429097606,0.145989305,35.81795659,High Cost–Low Salary
Rawalpindi,Pakistan,Pakistan,Asia,245.34,284.9,118.71,35.16,0.79,0.026429899,0.060865061,0.039697156,0.057967914,48.71608573,High Cost–Low Salary
Phnom Penh,Cambodia,Cambodia,Asia,745.19,808.3,708.38,88.57,1.53,0.166735495,0.546749547,0.348987109,0.548449198,34.9460479,High Cost–Low Salary
Mogadishu,Somalia,Somalia,Africa,392.16,455.19,210.715,54.25,1.1,0.098905637,0.169386169,0.137712298,0.16802139,47.1162747,High Cost–Low Salary
Haiphong,Vietnam,Vietnam,Asia,612.57,711.24,849.91,59.97,1.135,0.129878175,0.622118622,0.157151627,0.212085561,36.73748284,High Cost–Low Salary
Huaibei,China,China,Asia,3684.93,4027.4,,,,0.578050795,,,,,
Baltimore,United States,United States,Northern America,6966,7925,1954.98,110.28,3.96,0.880446005,0.917119917,0.912829957,0.783101604,48.92219514,High Salary–Moderate Cost
Riverside,United States,United States,Northern America,6966,7925,2244.915,85.83,3.905,0.880446005,0.947422947,0.908839779,0.516470588,49.57757802,High Salary–Moderate Cost
Las Vegas,United States,United States,Northern America,6966,7925,1731.355,103.68,3.18,0.880446005,0.883967884,0.803765091,0.719144385,52.25207938,High Salary–High Cost
Vadodara,India,India,Asia,327.97,384.43,122.295,32.32,1.015,0.073095189,0.066563067,0.105279312,0.041925134,49.67547086,High Cost–Low Salary
Portland,United States,United States,Northern America,6966,7925,2110.995,127.29,3.59,0.880446005,0.936544937,0.86944956,0.890053476,48.76941823,High Salary–Moderate Cost
Kumasi,Ghana,Ghana,Africa,373.82,438.42,208.33,15.48,0.96,0.091472228,0.167832168,0.083998363,0.004278075,48.67644957,High Cost–Low Salary
Gujranwala,Pakistan,Pakistan,Asia,245.34,284.9,79.905,35.38,0.74,0.026429899,0.021238021,0.028954369,0.059037433,49.91626987,High Cost–Low Salary
Pingliang,China,China,Asia,3684.93,4027.4,320.3,49.82,1.14,0.578050795,0.277907278,0.159504809,0.132727273,68.10112526,High Cost–Low Salary
Quito,Ecuador,Ecuador,South America,1260,1370,462.76,81.07,1.5,0.273281024,0.390831391,0.334356456,0.454438503,44.93394481,High Cost–Low Salary
Perth,Australia,Australia,Oceania,4306.45,4903.23,1355.28,112.89,3.33,0.666632253,0.807562808,0.828831594,0.800641711,42.56270201,High Salary–High Cost
Vishakhapatnam,India,India,Asia,327.97,384.43,309.415,31.2,1.115,0.073095189,0.263403263,0.143134848,0.039786096,44.00805043,High Cost–Low Salary
Peshawar,Pakistan,Pakistan,Asia,245.34,284.9,63.14,49.02,0.745,0.026429899,0.00958301,0.03038674,0.12684492,49.8399603,High Cost–Low Salary
Minsk,Belarus,Belarus,Europe,849.5,983.28,462.33,105.98,1.575,0.178711542,0.390572391,0.370165746,0.746096257,38.03747116,Low Salary–Low Cost
Caracas,Venezuela,Venezuela,South America,3282.02,3862.91,485.415,66.08,1.79,0.51094363,0.406889407,0.445774504,0.275294118,55.08298566,High Cost–Low Salary
Sapporo,Japan,Japan,Asia,3158.67,3453.12,390.87,89.34,3.125,0.501342143,0.337477337,0.788418253,0.554973262,48.08694237,Low Salary–Low Cost
Fushun,China,China,Asia,3684.93,4027.4,151.25,60.5,1.14,0.578050795,0.102305102,0.159504809,0.218502674,72.06230265,High Cost–Low Salary
Indore,India,India,Asia,327.97,384.43,150.88,28.86,0.84,0.073095189,0.101528102,0.052076939,0.031229947,49.9188684,High Cost–Low Salary
Tijuana,Mexico,Mexico,Central America,1681.97,1917.34,709.535,73.49,1.61,0.367953748,0.547008547,0.387661142,0.352941176,45.20454499,High Cost–Low Salary
Bamako,Mali,Mali,Africa,478.58,533.36,943.035,196.12,1.91,0.107577948,0.658637659,0.474421936,0.982245989,24.51328725,Low Salary–Low Cost
Yinchuan,China,China,Asia,3684.93,4027.4,,42.71,1.32,0.578050795,,0.252711275,0.094224599,,
Esfahan,Iran,Iran,Asia,932.63,1070.97,503.39,61.41,0.855,0.192649184,0.419062419,0.054634745,0.223529412,46.94555678,High Cost–Low Salary
Almaty,Kazakhstan,Kazakhstan,Asia,701,813.99,634.045,74.92,1.22,0.14691307,0.51023051,0.20308983,0.373475936,38.66071448,High Cost–Low Salary
Thane,India,India,Asia,327.97,384.43,346.96,39.42,1.115,0.073095189,0.302253302,0.143134848,0.078502674,42.84321657,High Cost–Low Salary
Vienna,Austria,Austria,Europe,3572.94,4016.91,1173.62,128.03,2.49,0.564629362,0.747474747,0.640372417,0.893475936,42.2697714,Low Salary–Low Cost
Sacramento,United States,United States,Northern America,6966,7925,2170,94.22,4.365,0.880446005,0.941206941,0.953447923,0.61368984,48.35471904,High Salary–Moderate Cost
Aleppo,Syria,Syria,Asia,10.12,11.51,159.26,42.96,0.935,0.00289077,0.114478114,0.076324944,0.095828877,45.27694239,High Cost–Low Salary
Blantyre,Malawi,Malawi,Africa,132.38,151.69,162.28,53.55,1.05,0.015486269,0.117068117,0.118886843,0.161390374,44.66292179,High Cost–Low Salary
Tainan,Taiwan,Taiwan,Asia,3571.43,4037.27,459.585,91.63,2.44,0.561841834,0.388759389,0.630038879,0.588128342,52.83168768,Low Salary–Low Cost
Zhuhai,China,China,Asia,3684.93,4027.4,593.145,69.75,1.375,0.578050795,0.485884486,0.282074893,0.31144385,59.5567105,High Cost–Low Salary
Curitiba,Brazil,Brazil,South America,1490.04,1711.16,348.885,64.4,1.255,0.310241586,0.303289303,0.219971353,0.25486631,52.25608811,High Cost–Low Salary
Multan,Pakistan,Pakistan,Asia,245.34,284.9,92.96,28.27,0.71,0.026429899,0.034188034,0.023224882,0.027165775,49.86646756,High Cost–Low Salary
Bucharest,Romania,Romania,Europe,1739.87,1921.11,519.74,92.52,1.625,0.385091885,0.431235431,0.396869245,0.598502674,47.54381021,High Cost–Low Salary
Hamburg,Germany,Germany,Europe,3731.5,4048.63,1360.735,151.8,2.34,0.603964485,0.809116809,0.600982198,0.953368984,43.18381514,Low Salary–Low Cost
Orlando,United States,United States,Northern America,6966,7925,1993.89,91.25,3.41,0.880446005,0.92022792,0.841518314,0.583315508,51.2696584,High Salary–High Cost
Ecatepec,Mexico,Mexico,Central America,1681.97,1917.34,464.12,67.04,1.26,0.367953748,0.391349391,0.223654594,0.280962567,52.73604789,High Cost–Low Salary
Manaus,Brazil,Brazil,South America,1490.04,1711.16,407.135,89.41,1.505,0.310241586,0.352499352,0.338346634,0.555935829,47.15298365,High Cost–Low Salary
Bhopal,India,India,Asia,327.97,384.43,92.625,29.32,0.965,0.073095189,0.033670034,0.086044608,0.033582888,50.924202,High Cost–Low Salary
Davao,Philippines,Philippines,Asia,728.78,790.54,261.655,85.67,1.625,0.156721041,0.220668221,0.396869245,0.515508021,41.80442151,High Cost–Low Salary
Brazzaville,Congo,Congo,,,,1128.39,127.5,2.055,,0.731675732,0.50859423,0.890695187,,
Meru,Kenya,Kenya,Africa,863.29,991.43,103.955,23.1,1.28,0.182841214,0.042735043,0.234704318,0.014759358,53.30580149,High Cost–Low Salary
Damascus,Syria,Syria,Asia,10.12,11.51,274.57,64.64,1.18,0.00289077,0.23025123,0.181911193,0.258502674,39.45752052,High Cost–Low Salary
Brussels,Belgium,Belgium,Europe,5729.39,6522.2,1248.11,124.45,2.53,0.707619244,0.772338772,0.648966646,0.873475936,48.7257803,High Salary–High Cost
Warsaw,Poland,Poland,Europe,1496.57,1736.84,951.855,92.16,1.48,0.333987198,0.664853665,0.323613669,0.593582888,40.63783046,Low Salary–Low Cost
Lusaka,Zambia,Zambia,Africa,0.26133504,0.28552394,350.985,105.64,1.495,0.000825934,0.307692308,0.329752404,0.743850267,32.0346896,High Cost–Low Salary
Lubumbashi,Congo,Congo,,,,,,1.55,,,0.358706773,,,
Haikou,China,China,Asia,3684.93,4027.4,308.435,64.06,1.47,0.578050795,0.262885263,0.319214242,0.250160428,64.6953212,High Cost–Low Salary
Cleveland,United States,United States,Northern America,6966,7925,1587.78,114.4,4.12,0.880446005,0.857290857,0.934417843,0.813903743,49.83215321,High Salary–Moderate Cost
San Jose,United States,United States,Northern America,6966,7925,3113.965,106.25,4,0.880446005,0.988344988,0.919991815,0.74684492,47.17961462,High Salary–Moderate Cost
Budapest,Hungary,Hungary,Europe,1227.46,1344.23,564.72,87.26,1.635,0.261717943,0.466459466,0.400757111,0.536684492,40.72584584,High Cost–Low Salary
Pittsburgh,United States,United States,Northern America,6966,7925,1586.55,95.5,4.13,0.880446005,0.856513857,0.935338654,0.634010695,50.73262727,High Salary–High Cost
Patna,India,India,Asia,327.97,384.43,184.23,31.01,1.17,0.073095189,0.137011137,0.175977082,0.039358289,46.51314794,High Cost–Low Salary
Austin,United States,United States,Northern America,6966,7925,2372.445,119.64,3.12,0.880446005,0.953897954,0.787292818,0.840213904,50.22792551,High Salary–Moderate Cost
Mecca,Saudi Arabia,Saudi Arabia,Asia,3840,4480,399.01,76.03,1.595,0.644332026,0.346024346,0.379476161,0.385454545,64.04919668,High Cost–Low Salary
Recife,Brazil,Brazil,South America,1490.04,1711.16,289.445,70.62,1.21,0.310241586,0.243201243,0.199508901,0.324812834,53.81780602,High Cost–Low Salary
Cincinnati,United States,United States,Northern America,6966,7925,1479.165,95,3.105,0.880446005,0.831908832,0.78422345,0.628877005,54.3957254,High Salary–High Cost
Kampala,Uganda,Uganda,Africa,645.21,698.31,367.545,52.24,1.175,0.134730539,0.32038332,0.178432576,0.150053476,44.40802503,High Cost–Low Salary
Conakry,Guinea,Guinea,Africa,696.71,817.87,703.525,50,1.75,0.14515796,0.545454545,0.434929405,0.135508021,34.24540616,High Cost–Low Salary
Caloocan City,Philippines,Philippines,Asia,728.78,790.54,493.405,46.65,1.61,0.156721041,0.412457912,0.39032126,0.112620321,39.15507741,High Cost–Low Salary
Mosul,Iraq,Iraq,Asia,1382.38,1573.31,116.295,67.15,1.06,0.28050795,0.058275058,0.121546961,0.284491979,58.7151219,High Cost–Low Salary
Hyderabad City,Pakistan,Pakistan,Asia,245.34,284.9,75.245,35.02,0.74,0.026429899,0.017094017,0.028954369,0.057647059,50.02682185,High Cost–Low Salary
Manhattan,United States,United States,Northern America,6966,7925,875,100,2.64,0.880446005,0.631572132,0.67996726,0.681604278,61.22563035,High Salary–High Cost
Semarang,Indonesia,Indonesia,Asia,678.91,788.83,405.12,40.19,1.295,0.140925046,0.350945351,0.241661551,0.083208556,43.02334475,High Cost–Low Salary
Novosibirsk,Russia,Russia,Europe,975.51,1065.68,526.8,107.1,1.885,0.211232707,0.437192437,0.469408635,0.756042781,36.46343781,Low Salary–Low Cost
Ludhiana,India,India,Asia,327.97,384.43,174.25,56.8,0.99,0.073095189,0.126910127,0.095968897,0.190909091,47.60808288,High Cost–Low Salary
Agra,India,India,Asia,327.97,384.43,122.82,40.94,0.86,0.073095189,0.067987568,0.056067117,0.085882353,50.40431615,High Cost–Low Salary
Indianapolis,United States,United States,Northern America,6966,7925,1434.975,101.75,3.845,0.880446005,0.822584823,0.900450174,0.700748663,51.94493287,High Salary–High Cost
Bilaspur,India,India,Asia,327.97,384.43,112.585,36.85,0.86,0.073095189,0.054649055,0.056067117,0.065989305,50.83724422,High Cost–Low Salary
Kansas City,United States,United States,Northern America,6966,7925,1412.5,68.33,3.88,0.880446005,0.818181818,0.906486597,0.295508021,53.96048272,High Salary–High Cost
Puebla,Mexico,Mexico,Central America,1681.97,1917.34,415.88,74.41,1.595,0.367953748,0.357420357,0.378759975,0.367486631,50.04954578,High Cost–Low Salary
Kalyan,India,India,Asia,327.97,384.43,189.345,39.3,1.125,0.073095189,0.144004144,0.149273583,0.07828877,46.67774034,High Cost–Low Salary
Karaj,Iran,Iran,Asia,932.63,1070.97,597.92,120.08,0.67,0.192649184,0.488215488,0.015756088,0.846631016,42.87879518,Low Salary–Low Cost
Madurai,India,India,Asia,327.97,384.43,113.095,33.93,1.17,0.073095189,0.054908055,0.175977082,0.050053476,48.51224905,High Cost–Low Salary
Jamshedpur,India,India,Asia,327.97,384.43,128.96,34.08,1.035,0.073095189,0.076016576,0.111315736,0.051016043,49.27295012,High Cost–Low Salary
Shiraz,Iran,Iran,Asia,932.63,1070.97,680.28,74.06,1.57,0.192649184,0.531986532,0.365868631,0.364171123,37.19456768,High Cost–Low Salary
Columbus,United States,United States,Northern America,6966,7925,1560.645,88.18,3.09,0.880446005,0.850556851,0.782484142,0.544705882,54.38516672,High Salary–High Cost
Tabriz,Iran,Iran,Asia,932.63,1070.97,642.935,542.74,2.525,0.192649184,0.513597514,0.647841211,0.999465241,28.83837095,Low Salary–Low Cost
Leon de los Aldama,Mexico,Mexico,Central America,1681.97,1917.34,498.5,64.46,1.79,0.367953748,0.414400414,0.445774504,0.255935829,47.8425078,High Cost–Low Salary
Charlotte,United States,United States,Northern America,6966,7925,2015.28,91,3.17,0.880446005,0.924630925,0.801514221,0.581069519,51.97089509,High Salary–High Cost
Kobe,Japan,Japan,Asia,3158.67,3453.12,658.43,81.9,2.545,0.501342143,0.51955452,0.6527522,0.463101604,46.70769216,Low Salary–Low Cost
Maracaibo,Venezuela,Venezuela,South America,3282.02,3862.91,212.5,60,1.275,0.51094363,0.172753173,0.231328013,0.214759358,65.52799513,High Cost–Low Salary
Aba,Nigeria,Nigeria,Africa,389.85,438.91,427.765,32.65,1.005,0.095395416,0.367003367,0.100982198,0.044064171,43.35472182,High Cost–Low Salary
Palembang,Indonesia,Indonesia,Asia,678.91,788.83,226.87,32.41,1.3,0.140925046,0.186739187,0.244219357,0.042352941,47.2816208,High Cost–Low Salary
Kawasaki,Japan,Japan,Asia,3158.67,3453.12,657.66,75.69,2.53,0.501342143,0.519295519,0.649887457,0.382887701,47.17253155,Low Salary–Low Cost
Nasik,India,India,Asia,327.97,384.43,128.96,24.56,0.8,0.073095189,0.076016576,0.042664211,0.018074866,50.81068649,High Cost–Low Salary
Daejeon,South Korea,South Korea,Asia,2593.42,2889.81,520.475,97.78,2.52,0.483378071,0.432530433,0.646715777,0.65657754,47.13843953,Low Salary–Low Cost
Belem,Brazil,Brazil,South America,1490.04,1711.16,418.31,67.06,1.315,0.310241586,0.35975136,0.251483528,0.282352941,50.07686004,High Cost–Low Salary
Munich,Germany,Germany,Europe,3731.5,4048.63,1685.62,121.13,2.88,0.603964485,0.875679876,0.732146511,0.85368984,39.39484793,Low Salary–Low Cost
Yekaterinburg,Russia,Russia,Europe,975.51,1065.68,508.335,120.47,1.59,0.211232707,0.421134421,0.377839165,0.848235294,38.23531505,Low Salary–Low Cost
Kyoto,Japan,Japan,Asia,3158.67,3453.12,718.46,69.67,3.03,0.501342143,0.553483553,0.771945979,0.310588235,44.23815757,Low Salary–Low Cost
